repo,instance_id,base_commit,patch,test_patch,problem_statement,hints_text,created_at,image_assets,version,FAIL_TO_PASS,PASS_TO_PASS,resolved,commit_date,author_date,author_year,author_month,commit_year,commit_month
grommet/grommet,grommet__grommet-6438,129a24155febd00afcabbae4a522e38e4250187e,,,"Possible Bug: Is possible to select the last month's day outside DateInput calendarProps bounds.


### Expected Behavior

Disable month day outside DateInput calendarProps bounds.

### Actual Behavior DateInput calendarProps bounds.

Is possible to select the last month's day outside DateInput calendarProps bounds.

### URL, screenshot, or Codepen exhibiting the issue

![image](https://user-images.githubusercontent.com/23138717/170762271-aaa5d146-b626-46f4-ac54-ea41438ebba3.png)

In this example current bounds are: `['2020-07-01', '2020-07-31']`



### Steps to Reproduce

1. 2. 3.

### Your Environment



- Grommet version: lastest
- Browser Name and version: -
- Operating System and version (desktop or mobile):

",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/23138717/170762271-aaa5d146-b626-46f4-ac54-ea41438ebba3.png""]}",,,,False,2022-11-07 21:03:32+00:00,2022-11-07 21:03:32+00:00,2022,11,2022,11
grommet/grommet,grommet__grommet-6494,67795aab20a077639a475a7e718e55f423f6dffc,,,"RangeInput within FormField is off center
### Expected Behavior
The RangeInput should be centered and contained within the FormField

### Actual Behavior
The RangeInput extends beyond the edge of the FormField and is not centered. Note this is happening in both the grommet and hpe themes but it is easier to see in the hpe theme.

### URL, screen shot, or Codepen exhibiting the issue
https://codesandbox.io/s/grommet-v2-template-forked-jhtmrp?file=/index.js

<img width=""332"" alt=""Screen Shot 2022-11-09 at 1 36 09 PM"" src=""https://user-images.githubusercontent.com/54560994/200936467-45549a69-cf3a-4910-933e-60daa65fcc2b.png"">


### Steps to Reproduce

1. See codesandbox above

### Your Environment



- Grommet version: 2.27.0
- Browser Name and version: Chrome
- Operating System and version (desktop or mobile):

",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/54560994/200936467-45549a69-cf3a-4910-933e-60daa65fcc2b.png""]}",,,,False,2022-11-14 16:58:31+00:00,2022-11-14 16:58:31+00:00,2022,11,2022,11
grommet/grommet,grommet__grommet-6350,7885dbb9b48ce646ba717c22d4887a3d788622b2,,,"List ""action"" property doesn't work with ""onOrder""


### Expected Behavior

The action should be aligned with the rest of the list, even if you have an `onOrder` property.



### Actual Behavior

`action` and `onOrder` don't work together.



### URL, screen shot, or Codepen exhibiting the issue

CodeSandbox Displaying the Issue: https://codesandbox.io/s/grommet-v2-template-forked-7l1mgp?file=/index.js

With `onOrder`:
![image](https://user-images.githubusercontent.com/84300762/191571724-23014957-d580-4199-8da9-ba0dd932a8e7.png)

Without `onOrder`:
![image](https://user-images.githubusercontent.com/84300762/191571781-f0877cae-b198-49c5-be60-291aa0289d2b.png)



### Steps to Reproduce

1. Create a `List` component 
2. Add an `action` property
3. Add an `onOrder` property
4. The list will be unaligned

### Your Environment



- Grommet version: 2.25.1
- Browser Name and version:  Google Chrome
- Operating System and version (desktop or mobile): Desktop

",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/84300762/191571724-23014957-d580-4199-8da9-ba0dd932a8e7.png"", ""https://user-images.githubusercontent.com/84300762/191571781-f0877cae-b198-49c5-be60-291aa0289d2b.png""]}",,,,False,2022-09-26 17:09:40+00:00,2022-09-26 17:09:40+00:00,2022,9,2022,9
grommet/grommet,grommet__grommet-6293,7bbcd5e2ef166901007c0f296978aa9ca4b9ef82,,,"Meter type=""circle"" doesn't always render all values


### Expected Behavior

Meter type=""circle"" should render all data points. Functionality was fine in `v2.24.0` but broken in `v2.25.0`.



### Actual Behavior

Circle meter doesn't render all the data points and instead only renders the last one. 



### URL, screen shot, or Codepen exhibiting the issue

Code
```
 <Meter
        type=""circle""
        values={[
          { value: 904436, color: ""graph-0"" },

          { value: 692866, color: ""graph-1"" },

          { value: 642068, color: ""graph-2"" },

          { value: 512772, color: ""graph-3"" },

          { value: 5032870, color: ""graph-4"" }
        ]}
        aria-label=""meter""
        size=""small""
        thickness=""small""
      />
```

CodeSandbox (v2.24.0, working):
<img width=""1340"" alt=""Screen Shot 2022-08-19 at 4 04 20 PM"" src=""https://user-images.githubusercontent.com/12522275/185717674-3dc909f9-fa60-498d-9154-5338a2fa7e99.png"">


Stable:
<img width=""1354"" alt=""Screen Shot 2022-08-19 at 4 03 04 PM"" src=""https://user-images.githubusercontent.com/12522275/185717602-ca4b7f4f-1668-4d24-beb2-1d94fc915a99.png"">




### Steps to Reproduce

1. 2. 3.

### Your Environment



- Grommet version: 2.25.1
- Browser Name and version: Mac Chrome
- Operating System and version (desktop or mobile):

",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/12522275/185717674-3dc909f9-fa60-498d-9154-5338a2fa7e99.png"", ""https://user-images.githubusercontent.com/12522275/185717602-ca4b7f4f-1668-4d24-beb2-1d94fc915a99.png""]}",,,,False,2022-08-23 03:20:26+00:00,2022-08-23 03:20:26+00:00,2022,8,2022,8
grommet/grommet,grommet__grommet-6722,e0aa27c0e767c53f3d14af3752f6347664327223,,,"NameValuePair alignment
Hello,

I try to align the Name and the value of NameValuePair in column mode like this:
```
 <NameValueList
    valueProps={{ width: ""auto"", align: ""start"" }}
  >
    <NameValuePair name=""File log level"">
        <Select
          options={[
            ""Debug"",
            ""Info"",
            ""Warning"",
            ""Error"",
            ""Panic"",
            ""Fatal"",
          ]}
          // value={value}
          // onChange={({ option }) => setValue(option)}
        />
    </NameValuePair>
  </NameValueList>
```

### Expected Behavior
I want the Name (Text-Element) to be in the same vertical position as the value (see red/green line in the picture).

### Actual Behavior
Right now the label has a different vertial position than the value object. But I want both to be horizontally centered. See example:
![image](https://user-images.githubusercontent.com/21998742/228739835-1090c01d-5ff2-4da0-a481-64fb9d9be17e.png)

### Environment
- Grommet version: https://github.com/grommet/grommet/tarball/stable
- Browser Name and version: Chrome 111.0.5563.147
- Operating System and version (desktop): Windows 7

I would be nice if someone can give me an idea how to solve this.
",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/21998742/228739835-1090c01d-5ff2-4da0-a481-64fb9d9be17e.png""]}",,,,False,2023-03-31 23:53:31+00:00,2023-03-31 23:53:31+00:00,2023,3,2023,3
grommet/grommet,grommet__grommet-2131,094a88971e23707efe5a0715298b27038a8bfccd,,,"v2 Select on dark background - arrow not visible
The arrow icon for Select is not visible:

![screenshot720](https://user-images.githubusercontent.com/6075606/42410611-dfc87f68-81f4-11e8-8f9b-7e1bc617165e.jpg)

https://codesandbox.io/s/2x9656290y
",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/6075606/42410611-dfc87f68-81f4-11e8-8f9b-7e1bc617165e.jpg""]}",,,,False,2018-07-20 16:56:40+00:00,2018-07-20 16:56:40+00:00,2018,7,2018,7
grommet/grommet,grommet__grommet-6246,b62089be5b1a20d8f98f22ef6e0a23c480196b35,,,"DataChart cannot render bars when data includes a negative value.


DataChart cannot render bars when data includes a negative value.

### Expected Behavior



- If data has some negative value,  the chart will have a zero line guide as default.
- I wish we can custom attributes(colors) of negative value. 

### Actual Behavior



- A chart shows nothing.

### URL, screen shot, or Codepen exhibiting the issue



![スクリーンショット 2022-07-13 12 00 44](https://user-images.githubusercontent.com/11584752/178641638-03acde23-ec87-425f-a8f3-a35375588b60.png)
![スクリーンショット 2022-07-13 12 00 53](https://user-images.githubusercontent.com/11584752/178641641-454424b0-159f-4061-b0c9-a85732eec4ab.png)

### Steps to Reproduce

https://v2.grommet.io/datachart?c=BQSgBAvAfGDeBQYwGMD2A7AzgFzAEwENsDIwBtWfIgUwC4wByAJgAZWBaFgDndYYBowBALaoArumz1eYAL6DKhbHUasO3XgEYBQ0RKlgALAHY5CqsvrM2LTjyZMdI8ZPoBmN3IC6AbkRgAJ2psMQD0MGB-JAAeABEiAgBhAAsCAOwopAsCCFglAllMpExqAIBLakxcsgYlah0GZ30GL0KsrORU9OqirMoABwDUftLsAE8rJskdcZGrABsy9HrBYYJkMvGrYWo8MrFhGeSy5ABrZcxMKwAPTGECefmdIYk8M16kAaGR9InGKewMzGc0Y-VQS0BgjBEKsODSRxO50qV0YOz2BwYcl6rUyAHooP4QH5ZEA

### Your Environment



- Grommet version: 2.4.0
- Browser Name and version: Chrome
- Operating System and version (desktop or mobile): Mac

",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/11584752/178641638-03acde23-ec87-425f-a8f3-a35375588b60.png"", ""https://user-images.githubusercontent.com/11584752/178641641-454424b0-159f-4061-b0c9-a85732eec4ab.png""]}",,,,False,2022-07-20 16:04:34+00:00,2022-07-20 16:04:34+00:00,2022,7,2022,7
grommet/grommet,grommet__grommet-6600,aaf8a69067010e1bb61428a409c7d8850872721d,,,"Add DataFilters layer prop


### Expected Behavior

DataFilters component currently has a `drop` prop that enables dropdown menu selection. With many filters, there should be a `layer` prop that allows the user more space to show filters in a separate layer, as shown below
![image](https://user-images.githubusercontent.com/23144209/214194624-4aa9d356-8147-4e54-b80b-adcfaca2d046.png)




### Actual Behavior
Note how the filters overflows in the dropdown menu:
![image](https://user-images.githubusercontent.com/23144209/214194768-12e83091-d46f-4cbc-83b7-b0f326d0e390.png)





### URL, screen shot, or Codepen exhibiting the issue



### Steps to Reproduce

1. 2. 3.

### Your Environment



- Grommet version:
- Browser Name and version:
- Operating System and version (desktop or mobile):

",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/23144209/214194624-4aa9d356-8147-4e54-b80b-adcfaca2d046.png"", ""https://user-images.githubusercontent.com/23144209/214194768-12e83091-d46f-4cbc-83b7-b0f326d0e390.png""]}",,,,False,2023-01-30 21:41:07+00:00,2023-01-30 21:41:07+00:00,2023,1,2023,1
eslint/eslint,eslint__eslint-14033,f6602d569427e9e2a4f3b5ca3fc3a8bffb28d15e,,,"Bug: --fix ignores defined order and creates a JS error
**Tell us about your environment**

* **ESLint Version:** 6.8.0
* **Node Version:** 8.15
* **npm Version:** 6.4.1


**What parser (default, `@babel/eslint-parser`, `@typescript-eslint/parser`, etc.) are you using?**
default

**Please show your full configuration:**

<details>
<summary>Configuration</summary>

```
module.exports = {
    ""env"": {
        ""browser"": true,
        ""es6"": true
    },
    ""extends"": ""eslint:recommended"",
    ""globals"": {
        ""Atomics"": ""readonly"",
        ""SharedArrayBuffer"": ""readonly""
    },
    ""parserOptions"": {
        ""ecmaVersion"": 2018,
        ""sourceType"": ""module""
    },
    ""rules"": {
        ""prefer-const"": ""error"",
        ""no-undef-init"": ""warn""
    }
};
```

</details>

**What did you do? Please include the actual source code causing the issue, as well as the command that you used to run ESLint.**

```
let foo= undefined; //foo is not reasigned so it will try to transform to const and keep initialization as undefined;
```

Eslint command:
```
node node_modules/eslint/bin/eslint.js --fix testfile.js
```

**What did you expect to happen?**
transform variable to constant but not remove the undefined init as it will become a constant.

**What actually happened? Please include the actual, raw output from ESLint.**
I have runned an autofix in a legacy code with more than 10k files. When it finds a variable that should be a constant (because it is not reasigned) and is initialized as ```undefined``` it fix the code transforming it to ```const foo;``` causing errors over the code. I tried to change the rules order to first turns it to a constant and them check the undefined init so it should be fixed (as per: https://eslint.org/docs/rules/no-undef-init). But is still happening.

**Are you willing to submit a pull request to fix this bug?**
Yes, need some guidance but I can do this :) 

![eslint](https://user-images.githubusercontent.com/15704333/100765799-a89fe080-33d6-11eb-8aae-160e28610e24.gif)
",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/15704333/100765799-a89fe080-33d6-11eb-8aae-160e28610e24.gif""]}",,,,False,2021-01-23 01:24:59+00:00,2021-01-23 01:24:59+00:00,2021,1,2021,1
eslint/eslint,eslint__eslint-11407,af9688b7c4f6a3afe1b0ca5ba2f475c545e0309b,,,"implicit-arrow-linebreak autofixer sometimes adds extra characters
**Tell us about your environment**

* **ESLint Version:** 5.12.0
* **Node Version:** 10.15.0
* **npm Version:** 6.4.1

**What parser (default, Babel-ESLint, etc.) are you using?**

`babel-eslint` (but i dont believe it matters)

<br />
<details>
<summary>Configuration</summary>

```json
{
  ""parser"": ""babel-eslint"",
  ""parserOptions"": {
    ""sourceType"": ""module""
  },
  ""env"": {
    ""node"": true
  },
  ""rules"": {
    ""implicit-arrow-linebreak"": ""error""
  }
}
```

</details>
<br />

**What did you do? Please include the actual source code causing the issue, as well as the command that you used to run ESLint.**

* [Demo](https://eslint.org/demo/#eyJ0ZXh0Ijoic3RhcnQoKVxuICAudGhlbigoKSA9PiBcbiAgICAvKiBJZiBJIHB1dCBhIGNvbW1lbnQgaGVyZSwgZXNsaW50IC0tZml4IGJyZWFrcyBiYWRseSAqL1xuICAgIHByb2Nlc3MgJiYgdHlwZW9mIHByb2Nlc3Muc2VuZCA9PT0gJ2Z1bmN0aW9uJyAmJiBwcm9jZXNzLnNlbmQoJ3JlYWR5JylcbiAgKVxuICAuY2F0Y2goZXJyID0+IHtcbiAgXHQvKiBjYXRjaCBzZWVtcyB0byBiZSBuZWVkZWQgaGVyZSAqL1xuICBcdGNvbnNvbGUubG9nKCdFcnJvcjogJywgZXJyKTtcbiAgfSlcbiIsIm9wdGlvbnMiOnsicGFyc2VyT3B0aW9ucyI6eyJlY21hVmVyc2lvbiI6OSwic291cmNlVHlwZSI6Im1vZHVsZSIsImVjbWFGZWF0dXJlcyI6e319LCJydWxlcyI6eyJjb25zdHJ1Y3Rvci1zdXBlciI6MiwiZm9yLWRpcmVjdGlvbiI6MiwiZ2V0dGVyLXJldHVybiI6Miwibm8tY2FzZS1kZWNsYXJhdGlvbnMiOjIsIm5vLWNsYXNzLWFzc2lnbiI6Miwibm8tY29tcGFyZS1uZWctemVybyI6Miwibm8tY29uZC1hc3NpZ24iOjIsIm5vLWNvbnNvbGUiOjIsIm5vLWNvbnN0LWFzc2lnbiI6Miwibm8tY29uc3RhbnQtY29uZGl0aW9uIjoyLCJuby1jb250cm9sLXJlZ2V4IjoyLCJuby1kZWJ1Z2dlciI6Miwibm8tZGVsZXRlLXZhciI6Miwibm8tZHVwZS1hcmdzIjoyLCJuby1kdXBlLWNsYXNzLW1lbWJlcnMiOjIsIm5vLWR1cGUta2V5cyI6Miwibm8tZHVwbGljYXRlLWNhc2UiOjIsIm5vLWVtcHR5LWNoYXJhY3Rlci1jbGFzcyI6Miwibm8tZW1wdHktcGF0dGVybiI6Miwibm8tZW1wdHkiOjIsIm5vLWV4LWFzc2lnbiI6Miwibm8tZXh0cmEtYm9vbGVhbi1jYXN0IjoyLCJuby1leHRyYS1zZW1pIjoyLCJuby1mYWxsdGhyb3VnaCI6Miwibm8tZnVuYy1hc3NpZ24iOjIsIm5vLWdsb2JhbC1hc3NpZ24iOjIsIm5vLWlubmVyLWRlY2xhcmF0aW9ucyI6Miwibm8taW52YWxpZC1yZWdleHAiOjIsIm5vLWlycmVndWxhci13aGl0ZXNwYWNlIjoyLCJuby1taXhlZC1zcGFjZXMtYW5kLXRhYnMiOjIsIm5vLW5ldy1zeW1ib2wiOjIsIm5vLW9iai1jYWxscyI6Miwibm8tb2N0YWwiOjIsIm5vLXJlZGVjbGFyZSI6Miwibm8tcmVnZXgtc3BhY2VzIjoyLCJuby1zZWxmLWFzc2lnbiI6Miwibm8tc3BhcnNlLWFycmF5cyI6Miwibm8tdGhpcy1iZWZvcmUtc3VwZXIiOjIsIm5vLXVuZGVmIjoyLCJuby11bmV4cGVjdGVkLW11bHRpbGluZSI6Miwibm8tdW5yZWFjaGFibGUiOjIsIm5vLXVuc2FmZS1maW5hbGx5IjoyLCJuby11bnNhZmUtbmVnYXRpb24iOjIsIm5vLXVudXNlZC1sYWJlbHMiOjIsIm5vLXVudXNlZC12YXJzIjoyLCJuby11c2VsZXNzLWVzY2FwZSI6MiwicmVxdWlyZS15aWVsZCI6MiwidXNlLWlzbmFuIjoyLCJ2YWxpZC10eXBlb2YiOjIsImltcGxpY2l0LWFycm93LWxpbmVicmVhayI6Mn0sImVudiI6eyJicm93c2VyIjp0cnVlLCJub2RlIjp0cnVlLCJjb21tb25qcyI6dHJ1ZSwic2hhcmVkLW5vZGUtYnJvd3NlciI6dHJ1ZSwid29ya2VyIjp0cnVlLCJhbWQiOnRydWUsIm1vY2hhIjp0cnVlLCJqYXNtaW5lIjp0cnVlLCJqZXN0Ijp0cnVlLCJwaGFudG9tanMiOnRydWUsImpxdWVyeSI6dHJ1ZSwicXVuaXQiOnRydWUsInByb3RvdHlwZWpzIjp0cnVlLCJzaGVsbGpzIjp0cnVlLCJtZXRlb3IiOnRydWUsIm1vbmdvIjp0cnVlLCJwcm90cmFjdG9yIjp0cnVlLCJhcHBsZXNjcmlwdCI6dHJ1ZSwibmFzaG9ybiI6dHJ1ZSwic2VydmljZXdvcmtlciI6dHJ1ZSwiYXRvbXRlc3QiOnRydWUsImVtYmVydGVzdCI6dHJ1ZSwid2ViZXh0ZW5zaW9ucyI6dHJ1ZSwiZXM2Ijp0cnVlLCJncmVhc2Vtb25rZXkiOnRydWV9fX0=)


```js
start()
  .then(() => 
    /* If I put a comment here, eslint --fix breaks badly */
    process && typeof process.send === 'function' && process.send('ready')
  )
  .catch(err => {
  	/* catch seems to be needed here */
       console.log('Error: ', err)
  })

```

```bash
eslint --fix
```

**What did you expect to happen?**

Code that it ""fixes"" should not be invalid javascript

**What actually happened? Please include the actual, raw output from ESLint.**

It creates broken code

```javascript
start()
  .then(() => ( 
    /* If I put a comment here, eslint --fix breaks badly */
    process && typeof process.send === 'function' && process.send('ready')
         )
        )
  )
  .catch(err => ( {
  	/* catch seems to be needed here */
       console.log('Error: ', err)
  })
```

> Notice that it broke the catch as it seems to assume its an implicit object return 

**Are you willing to submit a pull request to fix this bug?**

not really, wouldnt know where to start

---

This can get REALLY bad and is especially an issue since its part of `eslint-config-airbnb`, granted this file is crazy, but the bug ends up filling the entire file up with thousands of invalid lines

![image](https://user-images.githubusercontent.com/15365418/51068445-e0c78b80-15d2-11e9-865d-17659d123e3e.png)


",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/15365418/51068445-e0c78b80-15d2-11e9-865d-17659d123e3e.png""]}",,,,False,2019-02-15 20:26:02+00:00,2019-02-15 20:26:02+00:00,2019,2,2019,2
eslint/eslint,eslint__eslint-9348,a7668c2d4f2fee29035f88c914fded47df5ff10f,,,"Cannot read property 'superCalled' of undefined
**Tell us about your environment**

* **ESLint Version:**
^3.8.1
* **Node Version:**
7.6.0
* **npm Version:**
4.1.2

**What parser (default, Babel-ESLint, etc.) are you using?**
    ""babel-eslint"": ""^7.0.0"",
    ""eslint"": ""^3.8.1"",
    ""eslint-config-react-app"": ""^0.6.2"",
    ""eslint-plugin-flowtype"": ""^2.21.0"",
    ""eslint-plugin-import"": ""^2.2.0"",
    ""eslint-plugin-jsx-a11y"": ""^2.2.3"",
    ""eslint-plugin-react"": ""^6.10.0""

**Please show your full configuration:**


```
{
  ""extends"": ""react-app"",
  ""rules"": {
    ""semi"": ""warn"",
    ""no-mixed-spaces-and-tabs"": ""warn"",
    ""space-before-blocks"": ""warn"",
    ""space-unary-ops"": ""warn"",
    ""space-in-parens"": ""warn"",
    ""semi-spacing"": ""warn"",
    ""indent"": [""warn"", 2],
    ""quotes"": [""warn"", ""single""],
    ""no-duplicate-imports"": ""warn"",
    ""jsx-quotes"": [""warn"", ""prefer-double""],
    ""react/jsx-curly-spacing"": [2, ""always""],
    ""constructor-super"": ""warn"",
    ""prefer-spread"": ""warn"",
    ""no-var"": ""warn"",
    ""no-trailing-spaces"": ""warn"",
    ""object-curly-spacing"": [""warn"", ""always""],
    ""import/order"": [""warn"", { ""groups"": [""builtin"", ""external"", ""internal"", ""parent"", ""sibling"", ""index""], ""newlines-between"": ""always"" }],
    ""no-multiple-empty-lines"": [""warn"", { ""max"": 1, ""maxEOF"": 1 }],
    ""import/no-webpack-loader-syntax"": ""warn""
  },
  ""globals"": {
    ""chrome"": true
  }
}
```

**What did you do? Please include the actual source code causing the issue.**


```js
class Extender {}
class BugProof extends Extender {

  constructor(props) {
    super(props);

    try {
      let arr = [];
      for (let a of arr) {

      }
    } catch (err) {

    }
  }
  
}
```

**What did you expect to happen?**
It shouldn't give any error

**What actually happened? Please include the actual, raw output from ESLint.**
<img width=""1248"" alt=""screen shot 2017-06-30 at 9 15 18 am"" src=""https://user-images.githubusercontent.com/13342266/27744534-ab05eb3a-5d74-11e7-8edc-a8207e721704.png"">

```
file: 'bug.js'
severity: 'Error'
message: 'Parsing error: Unexpected token

  19 |   
  20 | 
> 21 | 
     | ^'
at: '21,1'
source: 'eslint'
```

The location of the ""Parsing error: Unexpected token"" will change depending on the last line edited.
Cannot read property 'superCalled' of undefined
**Tell us about your environment**

* **ESLint Version:**
^3.8.1
* **Node Version:**
7.6.0
* **npm Version:**
4.1.2

**What parser (default, Babel-ESLint, etc.) are you using?**
    ""babel-eslint"": ""^7.0.0"",
    ""eslint"": ""^3.8.1"",
    ""eslint-config-react-app"": ""^0.6.2"",
    ""eslint-plugin-flowtype"": ""^2.21.0"",
    ""eslint-plugin-import"": ""^2.2.0"",
    ""eslint-plugin-jsx-a11y"": ""^2.2.3"",
    ""eslint-plugin-react"": ""^6.10.0""

**Please show your full configuration:**


```
{
  ""extends"": ""react-app"",
  ""rules"": {
    ""semi"": ""warn"",
    ""no-mixed-spaces-and-tabs"": ""warn"",
    ""space-before-blocks"": ""warn"",
    ""space-unary-ops"": ""warn"",
    ""space-in-parens"": ""warn"",
    ""semi-spacing"": ""warn"",
    ""indent"": [""warn"", 2],
    ""quotes"": [""warn"", ""single""],
    ""no-duplicate-imports"": ""warn"",
    ""jsx-quotes"": [""warn"", ""prefer-double""],
    ""react/jsx-curly-spacing"": [2, ""always""],
    ""constructor-super"": ""warn"",
    ""prefer-spread"": ""warn"",
    ""no-var"": ""warn"",
    ""no-trailing-spaces"": ""warn"",
    ""object-curly-spacing"": [""warn"", ""always""],
    ""import/order"": [""warn"", { ""groups"": [""builtin"", ""external"", ""internal"", ""parent"", ""sibling"", ""index""], ""newlines-between"": ""always"" }],
    ""no-multiple-empty-lines"": [""warn"", { ""max"": 1, ""maxEOF"": 1 }],
    ""import/no-webpack-loader-syntax"": ""warn""
  },
  ""globals"": {
    ""chrome"": true
  }
}
```

**What did you do? Please include the actual source code causing the issue.**


```js
class Extender {}
class BugProof extends Extender {

  constructor(props) {
    super(props);

    try {
      let arr = [];
      for (let a of arr) {

      }
    } catch (err) {

    }
  }
  
}
```

**What did you expect to happen?**
It shouldn't give any error

**What actually happened? Please include the actual, raw output from ESLint.**
<img width=""1248"" alt=""screen shot 2017-06-30 at 9 15 18 am"" src=""https://user-images.githubusercontent.com/13342266/27744534-ab05eb3a-5d74-11e7-8edc-a8207e721704.png"">

```
file: 'bug.js'
severity: 'Error'
message: 'Parsing error: Unexpected token

  19 |   
  20 | 
> 21 | 
     | ^'
at: '21,1'
source: 'eslint'
```

The location of the ""Parsing error: Unexpected token"" will change depending on the last line edited.
",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/13342266/27744534-ab05eb3a-5d74-11e7-8edc-a8207e721704.png"", ""https://user-images.githubusercontent.com/13342266/27744534-ab05eb3a-5d74-11e7-8edc-a8207e721704.png""]}",,,,False,2017-09-23 08:30:25+00:00,2017-09-23 08:30:25+00:00,2017,9,2017,9
